title,originallink,link,description,pubDate,corp_name
<b>SK바이오팜</b> 기술 수출한 수면장애 신약 캐나다 출시,http://www.newsis.com/view/?id=NISX20210901_0001568122&cID=10434&pID=13100,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010695801,<b>SK바이오팜</b>은 파트너사 재즈 파마슈티컬스가 수면장애 신약 ‘수노시’(성분명 솔리암페톨)를 최근 캐나다에서 발매했다고 1일 밝혔다. 지난 5월 캐나다 보건당국(Health Canada)에서 판매 허가를 획득한 바 있다.... ,"Wed, 01 Sep 2021 12:56:00 +0900",SK바이오팜
"SK바이오사이언스 셀트리온3사 주가 내려, <b>SK바이오팜</b>은 올라",https://www.businesspost.co.kr/BP?command=article_view&num=250130,https://www.businesspost.co.kr/BP?command=article_view&num=250130,SK바이오사이언스 주가가 하락했다. 셀트리온 계열3사와 삼성바이오로직스 주가도 내렸지만 <b>SK바이오팜</b> 주가는 상승했다. 13일 SK바이오사이언스 주가는 직전 거래일보다 3.34%(1만 원) 하락한 28만9500원으로 장을... ,"Mon, 13 Sep 2021 15:54:00 +0900",SK바이오팜
"<b>SK바이오팜</b> 기술수출 신약 '수노시', 캐나다 출시",http://www.etnews.com/20210901000176,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=030&aid=0002966602,<b>SK바이오팜</b>(대표 조정우)의 파트너사 재즈파마슈티컬스는 혁신 신약 '수노시'(성분명 솔리암페톨)가 지난 5월 캐나다 보건당국으로부터 판매 허가를 획득해 최근 발매됐다고 31일(현지시간) 발표했다. 수노시는 기면증... ,"Wed, 01 Sep 2021 13:38:00 +0900",SK바이오팜
"<b>한온시스템</b>, 헝가리 레차그 공장 확장 마무리…원가 경쟁력 'UP'",https://www.theguru.co.kr/news/article.html?no=25406,https://www.theguru.co.kr/news/article.html?no=25406,기업 '<b>한온시스템</b>'이 헝가리 레차그 공장 확장을 마무리했다. 이를 토대 주력 제품인 컴프레서 원가 경쟁력을 높여 유럽 공략에 속도를 낸다는 방침이다. 다만 대규모 투자 등으로 차입 부담 극보 여부도... ,"Wed, 15 Sep 2021 16:49:00 +0900",한온시스템
[자동차 대표주] 현대차·<b>한온시스템</b> '미소' 기아·현대위아 '울상',http://www.thekpm.com/view.php?ud=2021091517454461945cb205d37d_17,http://www.thekpm.com/view.php?ud=2021091517454461945cb205d37d_17,"15일 주식시장에서 현대차는 전일 대비 0.24% 오른 20만9500원, <b>한온시스템</b>은 전일 대비 0.31% 오른 1만6150원, 만도는 전일 대비 0.82% 오른 6만1500원으로 상승했다. 반면 기아는 전일 대비 0.12% 내린 8만3300원, 현대위아는... ","Wed, 15 Sep 2021 17:51:00 +0900",한온시스템
"[시그널] 매각 앞둔 <b>한온시스템</b>, 실적 회복 기대감에 회사채 수요예측 1.1兆 ...",https://www.sedaily.com/NewsView/22RBMLP0JV,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003958429,매각을 앞둔 <b>한온시스템</b>(018880)이 회사채 흥행에 성공했다. 코로나19 여파로 실적이 떨어지면서 신용도에 '부정적' 꼬리표가 붙었음에도 높은 금리 메리트와 글로벌 자동차 수요 회복세에 힘입어 뭉칫돈이 몰렸다.... ,"Fri, 03 Sep 2021 20:41:00 +0900",한온시스템
[Who Is ?] 조현범 한국앤컴퍼니 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=249311,https://www.businesspost.co.kr/BP?command=article_view&num=249311,조현식 한국앤컴퍼니그룹 부회장이 <b>한온시스템</b> 기타비상무이사를 맡기 전까지 <b>한온시스템</b>의 사내이사로도 일했다. 한국타이어앤테크놀로지 사장과 한국앤컴퍼니그룹 최고운영책임자(COO) 사장을 겸직하고 있다.... ,"Wed, 08 Sep 2021 10:22:00 +0900",한온시스템
"[레이더M] 매물로 나온 <b>한온시스템</b>, 회사채 수요예측 흥행",http://news.mk.co.kr/newsRead.php?no=853814&year=2021,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004847462,모집액 3000억에 1조1100억 확보…등급전망 '부정적'에도 완판 성공 인수합병(M&amp;A) 시장 매물로 나온 <b>한온시스템</b>이 회사채 수요예측에서 완판을 거뒀다. 신용등급 전망이 '부정적'이지만 굵직한 기관투자자들을... ,"Fri, 03 Sep 2021 17:48:00 +0900",한온시스템
"해외 매각 유력 <b>한온시스템</b>, 회사채 수요예측 흥행[마켓인사이트]",https://www.hankyung.com/finance/article/202109030739u,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004600104,≪이 기사는 09월02일(17:24) 자본시장의 혜안 ‘마켓인사이트’에 게재된 기사입니다≫ <b>한온시스템</b>의 회사채 수요예측(사전청약)에 모집 규모의 3배가 넘는 투자금이 몰렸다. 코로나19로 실적이 부진한데다... ,"Fri, 03 Sep 2021 14:47:00 +0900",한온시스템
"[마켓인] <b>한온시스템</b>, 회사채 수요예측 흥행…1조원 이상 몰려",http://www.edaily.co.kr/news/newspath.asp?newsid=02574806629176512,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005027603,"<b>한온시스템</b>(018880)이 회사채 수요예측에서 기존 모집 규모의 3배 이상의 주문을 이끌어냈다. 신용평가사 3사로부터 모두 ‘부정적’ 등급 전망을 평가받았지만, 비교적 높은 금리 메리트와 글로벌 자동차 수요의... ","Fri, 03 Sep 2021 15:53:00 +0900",한온시스템
"<b>한온시스템</b>, 회사채 흥행 성공… 3000억 모집에 1.11兆 수요",https://www.etoday.co.kr/news/view/2059384,https://www.etoday.co.kr/news/view/2059384,이투데이=조성진 기자 | 신용등급 ‘부정적’ 전망에도 회사채 수요예측 1.11조 ‘흥행’ <b>한온시스템</b>CI <b>한온시스템</b>이 회사채 흥행에 성공했다. 앞서 <b>한온시스템</b>은 신용평가사 3사로부터 모두 ‘부정적’ 등급 전망을... ,"Fri, 03 Sep 2021 15:28:00 +0900",한온시스템
"[fn마켓워치]<b>한온시스템</b>, ‘부정적’ 등급 전망에도 회사채 수요예측 흥행..1...",http://www.fnnews.com/news/202109031512038236,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004703114,<b>한온시스템</b>의 회사채 수요예측에서 모집 규모의 3배를 넘는 주문이 나왔다. 신용평가사 3사 모두로부터 ‘부정적’ 등급 전망으로 평가된 가운데 결과다. 상대적으로 금리 메리트가 높았고 글로벌 자동차 수요의... ,"Fri, 03 Sep 2021 15:14:00 +0900",한온시스템
"<b>한온시스템</b> 회사채 수요예측 '흥행', 3천억 모집에 1兆 몰려",http://news.mt.co.kr/mtview.php?no=2021090315243158291,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004640553,<b>한온시스템</b>이 국내 주요 신용평가사들로부터 '부정적' 신용등급 전망을 받았음에도 흥행에 성공했다. 비교적 높은 금리 메리트가 부각된 데다 글로벌 자동차 수요의 완만한 회복세 덕에 기관투자자들의 높은... ,"Fri, 03 Sep 2021 15:30:00 +0900",한온시스템
"[더벨]<b>한온시스템</b>, 부정적 아웃룩 극복...1.1조 수요",http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202109021727380920103684,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202109021727380920103684,<b>한온시스템</b>(AA0)이 공모채 수요예측에서 완판에 성공했다. '부정적' 아웃룩이 유지되면서 등급 하향 가능성이 높아졌지만 AA급 크레딧물에 대한 수요는 견조했다. 도리어 금리 메리트 부각으로 모집액(3000억원)의... ,"Fri, 03 Sep 2021 09:36:00 +0900",한온시스템
"'M&amp;A 대어' <b>한온시스템</b>, 추석 후 본입찰 유력‥美·獨·佛 등 외국자본 '군침...",http://www.getnews.co.kr/news/articleView.html?idxno=549022,http://www.getnews.co.kr/news/articleView.html?idxno=549022,"올해 하반기 M&amp;A 시장 '최대어'로 꼽히는 <b>한온시스템</b>이 이달 말 본입찰이 유력한 가운데, 해외 자본으로의 매각 가능성이 제기돼 주목된다. 6일 복수의 투자업계 관계자에 따르면, 한앤컴퍼니와 매각 주관사 모건스탠리... ","Mon, 06 Sep 2021 15:38:00 +0900",한온시스템
회사채 시장 문전성시…조단위 뭉칫돈 몰려,http://www.edaily.co.kr/news/newspath.asp?newsid=01095526629176512,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005026780,"수요예측마다 조단위 뭉칫돈 2일 금융투자업계에 따르면 이날 <b>한온시스템</b>(018880)(신용등급 AA0, 부정적)을 비롯해 한국금융지주(071050)(AA-, 안정적), 종근당(185750)(AA-, 안정적·A+, 긍정적) 등이 잇달아 회사채... ","Fri, 03 Sep 2021 01:10:00 +0900",한온시스템
"<b>한온시스템</b>, 회사채 수요예측서 1.11兆 몰려",http://news.heraldcorp.com/view.php?ud=20210902000910,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001882703,"<b>한온시스템</b>이 회사채 수요예측서 1조원이 넘는 자금을 받아내며 흥행에 성공했다. 2일 투자은행(IB) 업계에 따르면 <b>한온시스템</b>은 3년물로 1500억원 모집에 4400억원, 5년물로 1000억원 모집에 5100억원... ","Thu, 02 Sep 2021 16:38:00 +0900",한온시스템
[자동차 대표주] 기아·현대차·현대위아 '눈물' <b>한온시스템</b> '웃음',http://www.thekpm.com/view.php?ud=2021091017314561825cb205d37d_17,http://www.thekpm.com/view.php?ud=2021091017314561825cb205d37d_17,"반면 <b>한온시스템</b>은 전일 대비 1.26% 오른 1만6050원, 만도는 전일 대비 0.66% 오른 6만1400원으로 상승했다. 자동차 대표주는 자동차 종합생산 메이커 및 대형 모듈 부품업체로 국제 자동차산업 동향, 경기활성화 여부... ","Fri, 10 Sep 2021 17:36:00 +0900",한온시스템
수소차 관련주 EG·동양피스톤 환호...삼기·<b>한온시스템</b> 흔들,http://www.thekpm.com/view.php?ud=20210910060801504442ef4e12e4_17,http://www.thekpm.com/view.php?ud=20210910060801504442ef4e12e4_17,"하지만 삼기 주가는 전일 대비 5.06% 내린 6010원, <b>한온시스템</b>은 전일 대비 3.65% 내린 1만5850원으로 하락했다. 그밖에 평화홀딩스, 삼화전자, 에스코넥, 상아프론테크, 국일제지, 글로벌에스엠, 우수AMS, 대원강업, 코오롱인더... ","Fri, 10 Sep 2021 06:09:00 +0900",한온시스템
[자동차 대표주] 기아·<b>한온시스템</b>·현대차 '눈물 주르륵',http://www.thekpm.com/view.php?ud=2021090917193895505cb205d37d_17,http://www.thekpm.com/view.php?ud=2021090917193895505cb205d37d_17,"9일 주식시장에서 기아는 전일 대비 1.6% 내린 8만6000원, <b>한온시스템</b>은 전일 대비 3.65% 내린 1만5850원, 현대차는 전일 대비 2.11% 내린 20만8500원에 거래됐다. 그밖에 현대모비스, 현대위아, 만도 등도 하락 마감했다.... ","Thu, 09 Sep 2021 17:22:00 +0900",한온시스템
"현대모비스, 자동차부품 상장기업 브랜드평판 9월...1위",http://www.beyondpost.co.kr/view.php?ud=20210908095555236646a9e4dd7f_30,http://www.beyondpost.co.kr/view.php?ud=20210908095555236646a9e4dd7f_30,"한국기업평판연구소 빅데이터 분석결과,,,2위 <b>한온시스템</b>, 3위 명신산업 2021년 9월 자동차부품 상장기업 브랜드평판 빅데이터 분석결과 1위 현대모비스, 2위 <b>한온시스템</b>, 3위 명신산업 순으로 분석되었다.... ","Wed, 08 Sep 2021 09:59:00 +0900",한온시스템
"[더벨]경영권 매각 추진 <b>한온시스템</b>, 'AA0' 사수 난항",http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202109011446308720105345,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202109011446308720105345,M&amp;A 시장에 나온 <b>한온시스템</b>이 경영권 매각 대상자를 찾는 과정에 공모 회사채 발행에 나섰다. 금리가 오르자 자금을 선제적으로 마련하려는 포석이다. 신용평가사 3사로부터 모두 '부정적' 등급 전망을... ,"Thu, 02 Sep 2021 08:32:00 +0900",한온시스템
'유미코아·삼성·현대차·<b>한온시스템</b> 투자' 솔리드파워 생산량 늘린다,https://www.theguru.co.kr/news/article.html?no=25152,https://www.theguru.co.kr/news/article.html?no=25152,"&lt;본보 2021년 7월 30일 참고 '삼성·현대차·<b>한온시스템</b> 투자' 솔리드파워 CEO &quot;배터리사 아닌 '고체 전해질 공급' 소재기업 도약”&quot;&gt; 고체 전해질은 전고체배터리 상용화의 핵심이다. 삼성SDI, CATL 등 글로벌 배터리... ","Wed, 08 Sep 2021 16:07:00 +0900",한온시스템
<b>롯데케미칼</b> 주가 2%↑...&quot;수소탱크 상용화 설비 구축&quot;,http://www.ajunews.com/view/20210916100917523,http://www.ajunews.com/view/20210916100917523,전기연 기자 kiyeoun01@ajunews.com <b>롯데케미칼</b> 주가가 상승세다. 16일 한국거래소에 따르면 오전 10시 10분 기준 <b>롯데케미칼</b>은 전일 대비 2.76%(7000원) 상승한 26만1000원에 거래되고 있다. <b>롯데케미칼</b> 시가총액은... ,"Thu, 16 Sep 2021 10:14:00 +0900",롯데케미칼
[특징주] <b>롯데케미칼</b> 4% 상승 '전년보다 매출 46% 증가',http://www.gukjenews.com/news/articleView.html?idxno=2311234,http://www.gukjenews.com/news/articleView.html?idxno=2311234,<b>롯데케미칼 롯데케미칼</b>이 상승세를 보이고 있다. 16일 오후 2시 40분 기준 롯데케미칼은 4.53%(1만 1500원) 상승한 26만 5500원에 거래 중이다. 금융투자업계에 따르면 롯데케미칼의 3분기 영업이익은... ,"Thu, 16 Sep 2021 14:42:00 +0900",롯데케미칼
[특징주] <b>롯데케미칼</b> 4% 상승 '수소저장용기 파일럿 공정설비 구축' ,http://www.sisamagazine.co.kr/news/articleView.html?idxno=402070,http://www.sisamagazine.co.kr/news/articleView.html?idxno=402070,특징주(출처=시사매거진 DB) <b>롯데케미칼</b>이 상승세다. 16일 오후 2시 22분 기준 <b>롯데케미칼</b>은 4.92% 오른 26만 6500원에 거래되고 있다. 이는 <b>롯데케미칼</b>의 수소저장용기 파일럿 공정설비 구축의 영향이 이어진 것으로... ,"Thu, 16 Sep 2021 14:28:00 +0900",롯데케미칼
"<b>롯데케미칼</b>, 업황 다운사이클 진입 불구 중장기 성장 '청신호'",http://biz.newdaily.co.kr/site/data/html/2021/09/15/2021091500007.html,http://biz.newdaily.co.kr/site/data/html/2021/09/15/2021091500007.html,뉴데일리 성재용 기자 = <b>롯데케미칼</b>이 업황 다운사이클 진입으로 2분기에 이어 3분기에도 주춤한 실적을 시현할 전망이다. 그러나 지난해의 겹악재에서는 완연히 벗어나 중장기 성장을 위한 초석을 다지는 데에는... ,"Wed, 15 Sep 2021 09:14:00 +0900",롯데케미칼
수소차 시대 준비하는 <b>롯데케미칼</b>… 수소탱크 상용화 설비 구축,https://biz.chosun.com/industry/company/2021/09/07/WHJY3OR645AHLFJ3XAIITLBQYQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000759624,"<b>롯데케미칼</b>(011170)이 수소전기자동차(FCEV)의 핵심 부품 중 하나인 수소저장용기 상용화를 위한 파일럿 공정설비를 구축한다고 7일 밝혔다. 이번에 조성되는 파일럿 설비는 약 1488㎡ 규모로, <b>롯데케미칼</b>이 연구·개발한... ","Tue, 07 Sep 2021 08:24:00 +0900",롯데케미칼
"<b>롯데케미칼</b>, 수소탱크 상용화 설비 구축하며 수소 사업 속도",https://economist.co.kr/2021/09/07/industry/normal/20210907113100427.html,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=243&aid=0000015998,<b>롯데케미칼</b>이 수소사업에 속도를 내고 있다. 7일 <b>롯데케미칼</b>은 수소전기자동차(FCEV)의 핵심 부품 중 하나인 수소저장용기 상용화를 위한 파일럿 공정설비를 구축한다고 밝혔다. 이번에 조성되는 파일럿 설비는 약... ,"Tue, 07 Sep 2021 11:31:00 +0900",롯데케미칼
"김영록 전남지사, <b>롯데케미칼</b>에 광양만권 신산업 투자 요청",http://www.newsis.com/view/?id=NISX20210910_0001579763&cID=10809&pID=10800,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010714034,기사내용 요약고기능성 엔지니어링 플라스틱 부문 투자 요청 김영록 전남지사가 10일 서울 <b>롯데</b>호텔에서 이영준 <b>롯데케미칼</b> 대표를 만나 전남 광양만권에 대한 신산업 투자를 요청했다. <b>롯데케미칼</b>은 여수 국가산단 등... ,"Fri, 10 Sep 2021 16:25:00 +0900",롯데케미칼
<b>롯데케미칼</b> 수소탱크 상용화 설비 구축,http://www.fnnews.com/news/202109071823444457,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004705049,<b>롯데케미칼</b>이 수소전기자동차(FCEV)의 핵심 부품 중 하나인 수소탱크 상용화를 위한 파일럿 공정설비 구축에 나선다. <b>롯데케미칼</b>은 오는 2030년까지 연 50만개의 수소탱크를 양산할 계획이다. <b>롯데케미칼</b>은 <b>롯데</b>그룹... ,"Tue, 07 Sep 2021 18:24:00 +0900",롯데케미칼
"김영록 지사, <b>롯데케미칼</b>에 신산업 투자 요청",http://www.cnbnews.com/news/article.html?no=510150,http://www.cnbnews.com/news/article.html?no=510150,"▲ CNB,씨앤비,시앤비,CNB뉴스,씨앤비뉴스 이영준 <b>롯데케미칼</b>(좌) 대표와 김영록 전남지사가 기념촬영을 하고 있다. (사진=전남도) 10일 이영준 대표 면담…부생수소 최대 생산지 여수산단 추천 김영록 전라남도지사는... ","Fri, 10 Sep 2021 16:54:00 +0900",롯데케미칼
"김영록 전남지사, <b>롯데케미칼</b>에 신산업 투자 요청",http://www.newsworker.co.kr/news/articleView.html?idxno=129122,http://www.newsworker.co.kr/news/articleView.html?idxno=129122,김 지사는 10일 서울 <b>롯데</b>호텔에서 이영준 <b>롯데케미칼</b>㈜ 대표와 면담하고 전남 광양만권에 대한 신산업 투자방안을 협의했다. 김영록 전라남도지사가 10일 오후 서울 중구 소공동 <b>롯데</b>호텔에서 <b>롯데케미칼</b>(주) 이영준... ,"Fri, 10 Sep 2021 18:02:00 +0900",롯데케미칼
"이베이 놓친 <b>롯데</b>, 한샘 인수로 만회… 마트 입점시켜 시너지 기대",https://biz.chosun.com/distribution/channel/2021/09/10/BLGKUZY4MRFVXH3E6IRGLJWRQU/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=366&aid=0000760547,지난 2016년 <b>롯데케미칼</b>(011170)의 삼성그룹 화학부문 인수 이후 전무했던 매각전 참여 양상도 달라졌다. <b>롯데</b>쇼핑은 최근 10년 간 단행했던 대규모 M&amp;A는 2012년 1조2481억 원을 투자했던 하이마트 인수가 유일했다.... ,"Fri, 10 Sep 2021 14:16:00 +0900",롯데케미칼
"<b>롯데케미칼</b>, 수소탱크 상용화 파일럿 공정 설비 구축",http://www.newsis.com/view/?id=NISX20210907_0001574503&cID=13001&pID=13000,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010705555,기사내용 요약17년부터수소저장용기 개발 국내 최초 Dry winding 최적화 설계 및 공정 기술 확보 <b>롯데</b>알미늄 인천공장에 수소탱크 양산 파일럿 설비 구축 [서울=뉴시스] 옥승욱 기자 = <b>롯데케미칼</b>이 수소전기자동차(FCEV)... ,"Tue, 07 Sep 2021 09:57:00 +0900",롯데케미칼
"<b>롯데케미칼</b>, '수소차 핵심' 수소탱크 시험설비 구축",http://www.edaily.co.kr/news/newspath.asp?newsid=01571126629177824,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005030857,<b>롯데케미칼</b>(011170)은 수소전기자동차(FCEV)의 핵심 부품인 수소저장용기를 상용화하고자 파일럿 공정 설비를 구축한다고 7일 밝혔다. 파일럿 설비는 <b>롯데</b>그룹 화학BU 소속 <b>롯데</b>알미늄의 인천공장 내 부지에 1488... ,"Tue, 07 Sep 2021 08:56:00 +0900",롯데케미칼
"<b>롯데케미칼</b>, 수소 사업 박차…“수소저장용기 공정설비 구축”",http://biz.khan.co.kr/khan_art_view.html?artid=202109071216001&code=920501,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=032&aid=0003096699,<b>롯데케미칼</b>이 수소전기자동차(FCEV)의 핵심 부품인 ‘수소저장용기’ 상용화에 속도를 내고 있다. <b>롯데케미칼</b>은 <b>롯데</b>알미늄 인천공장 부지에 수소탱크 상용화를 위한 파일럿 설비를 구축한다고 7일 밝혔다. 파일럿... ,"Tue, 07 Sep 2021 12:17:00 +0900",롯데케미칼
