title,originallink,link,description,pubDate
"&quot;갤럭시Z플립3, 폴더블폰 중 최다 판매 예상&quot;",https://zdnet.co.kr/view/?no=20210914142716,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=092&aid=0002233677,<b>삼성전자</b>가 최근 선보인 갤럭시Z플립3가 올해 폴더블폰 중 가장 많이 팔릴 것이란 전망이 제기됐다. 디스플레이 전문 시장조사업체 디스플레이서플라이체인컨설턴트(DSCC)가 최근 폴더블·롤러블 디스플레이... ,"Tue, 14 Sep 2021 15:08:00 +0900"
"'OS 탑재 강요' 구글, 5년 만에 결론…과징금 2074억",https://www.hankyung.com/it/article/202109144548g,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=015&aid=0004604739,플랫폼 규제에 앞장서고 있는 공정거래위원회가 14일 <b>삼성전자</b> 등 스마트폰 제조사에 자사 안드로이드 운영체제(OS) 탑재를 강요한 혐의로 구글에 2000억원대 과징금을 부과했다. 2016년 7월 구글코리아에 대해... ,"Tue, 14 Sep 2021 15:07:00 +0900"
상반기만 20% 오른 TV 가격…연말에는 잡힐까,http://www.newsis.com/view/?id=NISX20210914_0001583491&cID=13001&pID=13000,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010720349,"14일 업체별 반기보고서에 따르면 <b>삼성전자</b>의 올해 상반기 동안 TV 평균 판매가격은 전년 대비 약 23% 올랐다. LG<b>전자</b>도 19.5% 올랐다. 전년 상반기에 업체별로 평균 판매가격이 각각 약 8%, 3.9%씩 하락했던 상황과는... ","Tue, 14 Sep 2021 15:06:00 +0900"
[단독]&quot;연봉 천만원 인상·자사주 달라&quot;..<b>삼성전자</b> 노조 요구안 '논란',http://www.edaily.co.kr/news/newspath.asp?newsid=03027446629180120,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=018&aid=0005037271,<b>삼성전자</b>(005930) 노사가 창사 이래 처음으로 임금 교섭에 돌입한 가운데 일부 노조가 공개한 요구안이 알려지면서 논란이 되고 있다. 복수 노조 중 규모가 가장 큰 전국<b>삼성전자</b>노조가 연봉 1000만원 인상과 자사주... ,"Tue, 14 Sep 2021 15:04:00 +0900"
용인 기흥에 산단 2곳 38만㎡ 조성…“글로벌 반도체 도시 기폭제”,https://www.news1.kr/articles/?4434381,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005603373,또 처인구 원삼면 일대에 조성 중인 ‘용인 반도체클러스터’와 <b>삼성전자</b> 기흥캠퍼스와 시너지를 내며 반도체 장비 국산화를 촉진하고 부품·기술 경쟁력을 높이는 데도 일조할 것으로 기대하고 있다. 경기용인... ,"Tue, 14 Sep 2021 15:04:00 +0900"
"롯데지주, 디자인경영센터장에 배상민 교수 영입",http://theviewers.co.kr/View.aspx?No=2037782,http://theviewers.co.kr/View.aspx?No=2037782,"바이오팀장인 이원직 상무는 지난 2010년 <b>삼성전자</b> 사업추진단에 합류, <b>삼성</b>바이오로직스 품질팀장을 거쳐 DP사업부장을 역임한 바 있다. 이전에는 미국 제약사 BMS에 근무하며 셀트리온 CMO(위탁생산) 프로젝트의... ","Tue, 14 Sep 2021 15:04:00 +0900"
"<b>삼성전자</b> 베트남에서 폴더블폰 생산 확대 추진, 노태문 대중화 자신",https://www.businesspost.co.kr/BP?command=article_view&num=250309,https://www.businesspost.co.kr/BP?command=article_view&num=250309,노태문 <b>삼성전자</b> 무선사업부장 사장이 폴더블 스마트폰 생산량을 대폭 늘릴 것으로 보인다. 세계적으로 인기를 모으는 폴더블 제품군의 물량을 키워 프리미엄시장에서 갤럭시S 시리즈의 부진을 메운다는 계획을 세운... ,"Tue, 14 Sep 2021 15:04:00 +0900"
"공정거래위원회, '자사 OS' 탑재 갑질한 구글에 과징금 2074억원 부과",http://www.koreastocknews.com/news/articleView.html?idxno=66702,http://www.koreastocknews.com/news/articleView.html?idxno=66702,"세종시 어진동 정부세종청사 공정거래위원회 (사진=뉴시스)  공정거래위원회가 <b>삼성전자</b>, LG<b>전자</b> 등 스마트 기기 제조사를 상대로 자사 OS(운영체제) 안드로이드 탑재를 강요한 구글에 시정명령과 과징금 2074억원을... ","Tue, 14 Sep 2021 15:03:00 +0900"
"[이재용 첫 공식활동]金총리와 만나, 청년 일자리 3만개 풀었다",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202109141456212860861,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202109141456212860861,이재용 <b>삼성전자</b> 부회장이 14일 김부겸 국무총리와 만나 청년 일자리 3만개 창출을 약속했다. 이 부회장의 공식적인 대외활동은 지난달 13일 출소 이후 이번이 처음이다. <b>삼성</b>은 국무총리실과 이날 오전 11시 40분 서울... ,"Tue, 14 Sep 2021 15:02:00 +0900"
"“디자인은 전략적 자산”…롯데, 신임 디자인경영센터장·사장에 배상민 교수...",https://www.inthenews.co.kr/news/article.html?no=40205,https://www.inthenews.co.kr/news/article.html?no=40205,바이오팀장인 이원직 상무는 지난 2010년 <b>삼성전자</b> 사업추진단에 합류 <b>삼성</b>바이오로직스 품질팀장을 거쳐 DP사업부장을 역임한 바 있습니다. 이전에는 미국 제약사 BMS에 근무하며 셀트리온 CMO(위탁생산) 프로젝트의... ,"Tue, 14 Sep 2021 15:02:00 +0900"
"&quot;3년간 청년 일자리 3만개 창출&quot;… 김부겸-이재용, 일자리 창출 '맞손'",http://www.youthdaily.co.kr/news/article.html?no=81257,http://www.youthdaily.co.kr/news/article.html?no=81257,"이재용, 출소 후 첫 공식 대외활동… &quot;청년들 희망 위해 기여&quot; 김부겸 &quot;국민 기업다운 <b>삼성</b>의 과감한 투자에 진심으로 감사&quot; 지난달 출소한 이재용 <b>삼성전자</b> 부회장의 첫 번째 공식 대외활동은 '청년 일자리... ","Tue, 14 Sep 2021 15:01:00 +0900"
‘안드로이드 탑재 강요’ 구글에 과징금 2074억 철퇴,http://www.munhwa.com/news/view.html?no=20210914MW145740871098,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=021&aid=0002485636,"조성욱 공정위원장 “구글, 경쟁 제한하고 혁신 저해” 구글이 <b>삼성전자</b> 등 기기 제조사에 자사 운영체제(OS) 탑재를 강요하는 ‘갑질’을 벌였다는 혐의로 2000억 원대 과징금을 부과받았다. 플랫폼 사업자에... ","Tue, 14 Sep 2021 15:01:00 +0900"
"“<b>삼성</b>전기, 편안한 영업 환경과 실적 레벨업… 3개 사업부 모두 증익”",https://www.news2day.co.kr/article/20210914500195,https://www.news2day.co.kr/article/20210914500195,김 연구원은 “<b>삼성</b>전기는 지난 수년간 <b>삼성전자</b> 스마트폰에 대한 의존도를 축소시켜 왔다”며 “그럼에도 불구하고 전방산업 중에서 여전히 스마트폰이 차지하는 비중이 크다”고 언급했다. 그는 “모듈솔루션은... ,"Tue, 14 Sep 2021 15:00:00 +0900"
경기 이천시에 반도체마이스터고교 신설 제안 '주목',http://www.newsis.com/view/?id=NISX20210914_0001583409&cID=10803&pID=14000,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010720323,"이천의 경제발전 그랜드 플랜과 SK하이닉스와의 상생방안에 대해서도 언급한 김 의원은 &quot;수원에는 <b>삼성전자</b>, 울산에는 현대자동차, 이천에는 SK하이닉스가 있다. 2016년 이래 SK하이닉스는 현대자동차를 제치고 아직도... ","Tue, 14 Sep 2021 15:00:00 +0900"
"비대면 시대 최적화된 모니터 나온다…<b>삼성전자</b>, '웹캠 모니터' 출시",https://www.cnet.co.kr/view/?no=20210914145213,https://www.cnet.co.kr/view/?no=20210914145213,"<b>삼성전자</b>가 화상 회의에 최적화된 ‘웹캠(Webcam) 모니터’를 14일 북미·유럽·동남아 등 글로벌 주요 시장에 출시한다고 14일 밝혔다.<b>삼성</b> 웹캠 모니터(모델명: S40VA, 24형)는 필요한 때만 꺼내 쓸 수 있도록 화상... ","Tue, 14 Sep 2021 15:00:00 +0900"
김부겸·이재용의 '이심전심' 청년일자리 3만개 추가로 만든다,https://www.inthenews.co.kr/news/article.html?no=40203,https://www.inthenews.co.kr/news/article.html?no=40203,"<b>삼성</b>그룹, 김부겸 국무총리 주도 '청년희망 ON' 프로젝트 참여 이재용 <b>삼성전자</b> 부회장 가석방 후 첫 공식행사 참석 인더뉴스 김용운 기자ㅣ<b>삼성</b>그룹이 정부가 진행하는 '청년희망ON' 프로젝트와 파트너십을 맺고 앞으로... ","Tue, 14 Sep 2021 14:59:00 +0900"
"구글, OS시장진입 방해등 과징금 2074억원 부과..공정위 &quot;스마크 기기용 OS개...",http://www.kdpress.co.kr/news/articleView.html?idxno=106484,http://www.kdpress.co.kr/news/articleView.html?idxno=106484,"공정위에 따르면, 구글은 <b>삼성전자</b> 등 기기제조사에게 안드로이드 변형 OS(포크 OS)탑재 기기를 생산하지 못하게 하는 행위로 경쟁 OS의 시장진입을 방해하고 혁신을 저해해 시정명령과 함께 이같은 부과 결정을... ","Tue, 14 Sep 2021 14:59:00 +0900"
"8월 ICT수출 202억 7000만 달러 기록..반도체, 지속적인 수요로 4개월 연속 1...",http://www.kdpress.co.kr/news/articleView.html?idxno=106483,http://www.kdpress.co.kr/news/articleView.html?idxno=106483,"자료사진-<b>삼성전자</b> 제공 지난 8월 정보통신기술(ICT) 수출이 202억 7000만 달러를 돌파한 것으로 나타났다. 14일 과학기술정보통신부와 산업부에 따르면, 수입은 113억 8000달러, 무역수지는 88억 9000만달러 흑자로... ","Tue, 14 Sep 2021 14:59:00 +0900"
"<b>삼성</b> “나쁠 건 없는데, 구글은 중요 파트너라 조심스러워”",https://www.hani.co.kr/arti/economy/it/1011677.html,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=028&aid=0002560474,"<b>삼성전자</b> 관계자는 14일 &lt;한겨레&gt;와 한 통화에서 “(공정위 결정이 우리에게) 나쁠 건 없는데, 구글은 중요한 협력사이고 파트너 관계여서 코멘트(공식 논평)하는 건 조심스럽다”고 말했다. 그는 “구글과는 공동으로 협력... ","Tue, 14 Sep 2021 14:58:00 +0900"
'구글 갑질'에 역대 최고 수준 제재…구글 &quot;항소할 것&quot;,https://news.sbs.co.kr/news/endPage.do?news_id=N1006465289&plink=ORI&cooper=NAVER,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=055&aid=0000921144,공정거래위원회가 발표한 구글 안드로이드 OS 관련 제재 내용을 보면 <b>삼성전자</b> 같은 기기 제조사에 별도 운영체제를 못 만들게 하는 등 부당한 영향력을 행사한 점이 드러났습니다. 구글은 2008년 안드로이드 OS를 처음... ,"Tue, 14 Sep 2021 14:58:00 +0900"
<b>삼성</b>그룹 3년간 총 3만명 추가 채용…정부와 청년희망 ON 프로젝트,https://www.etoday.co.kr/news/view/2062207,https://www.etoday.co.kr/news/view/2062207,"이투데이=세종=박병립 기자 | 3년간 기존 4만 + 3만 총 7만명 채용…KT는 1.2만명 김부겸 국무총리가 14일 서울 서초구 '<b>삼성</b> 청년 소프트웨어 아카데미(SSAFY)' 교육 현장을 방문, 이재용 <b>삼성전자</b> 부회장을 비롯한... ","Tue, 14 Sep 2021 14:58:00 +0900"
"<b>삼성</b> 폴더블폰 흥행에 아이폰13도 출격...통신3사, 5G 특수 기대",https://www.techm.kr/news/articleView.html?idxno=88471,https://www.techm.kr/news/articleView.html?idxno=88471,/사진=김가은 기자 <b>삼성전자</b> 3세대 폴더블폰 '갤럭시Z폴더3·플립3'의 인기와 함께 아이폰 13 출시까지 앞두고 연내 5세대(5G) 가입자 수가 2000만명을 넘어설 것으로 보인다. 또 5G 전용 중저가 스마트폰의 출시가... ,"Tue, 14 Sep 2021 14:58:00 +0900"
"이재용, 청년 일자리 3만개 창출 약속...정부의 고용 정책 부응",https://www.dailian.co.kr/news/view/1033116/?sc=Naver,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002530284,이재용 <b>삼성전자</b> 부회장이 향후 3년간 청년 일자리 3만개 창출을 약속했다. 청년 취업난 해소라는 정부의 고용 정책에 부응해 기업의 사회적 책임(CSR)을 통해 사회에 기여하겠다는 확고한 의지를 드러냈다. 이재용... ,"Tue, 14 Sep 2021 14:56:00 +0900"
"롯데, 디자인경영센터 신설…초대 센터장에 배상민 교수 선임",https://daily.hankooki.com/lpage/industry/202109/dh20210914145144147950.htm?s_ref=nv,https://daily.hankooki.com/lpage/industry/202109/dh20210914145144147950.htm?s_ref=nv,"바이오팀장인 이원직 상무는 지난 2010년 <b>삼성전자</b> 사업추진단에 합류, <b>삼성</b>바이오로직스 품질팀장을 거쳐 DP사업부장을 역임했다. 이전에는 미국 제약사 BMS에 근무하며 셀트리온 CMO(위탁생산) 프로젝트의... ","Tue, 14 Sep 2021 14:56:00 +0900"
"<b>삼성전자</b>, 2백만 화소 화상 회의 최적화 '웹캠 모니터' 출시",http://www.dailypop.kr/news/articleView.html?idxno=54224,http://www.dailypop.kr/news/articleView.html?idxno=54224,"<b>삼성전자</b>가 화상 회의에 최적화된 '웹캠(Webcam) 모니터'를 14일 북미, 유럽, 동남아 등 글로벌 주요 시장에 출시한다. <b>삼성</b> 웹캠 모니터(모델명: S40VA, 24형)는 필요한 때만 꺼내 쓸 수 있도록 화상 회의용 웹캠... ","Tue, 14 Sep 2021 14:56:00 +0900"
김부겸과 이재용의 첫 만남…<b>삼성</b> &quot;3년간 청년일자리 3만개 창출&quot;,http://www.seouleconews.com/news/articleView.html?idxno=62545,http://www.seouleconews.com/news/articleView.html?idxno=62545,김부겸 국무총리는 14일 서울 강남구 역삼동 '<b>삼성</b> 청년 소프트웨어 아카데미'(SSAFY)에서 이재용 <b>삼성전자</b> 부회장을 비롯한 <b>삼성</b>그룹측과 간담회를 갖고 청년 일자리 창출방안을 논의했다. 정부측에서는 김 총리와... ,"Tue, 14 Sep 2021 14:55:00 +0900"
"[카드뉴스] 단종이냐, 부활이냐...갤럭시 '노트'의 운명은?",https://www.techm.kr/news/articleView.html?idxno=88476,https://www.techm.kr/news/articleView.html?idxno=88476,지난 10년 동안 <b>삼성전자</b>의 간판 플래그십 역할을 해온 '갤럭시 노트' 시리즈에 대한 단종설과 부활설이 동시에 나오고 있다. <b>삼성전자</b>가 올해 폴더블 스마트폰 '갤럭시 Z' 시리즈에게 자리를 내주고 노트 시리즈 출시를... ,"Tue, 14 Sep 2021 14:54:00 +0900"
"공정위, 구글에 2,074억 원 과징금 부과",http://journal.kobeta.com/?post_type=post&p=44787,http://journal.kobeta.com/?post_type=post&p=44787,"공정위는 <b>삼성전자</b> 등 제조사에게 안드로이드 변형 OS(포크 OS) 탑재 기기를 생산하지 못하게 함으로써 경쟁 OS의 시장 진입을 방해하고 혁신을 저해한 구글의 행위에 대해 시정명령과 함께 과징금 2,074억 원(잠정)을... ","Tue, 14 Sep 2021 14:53:00 +0900"
"공정위, '경쟁 OS 탑재 금지' 구글 갑질에 과징금 2047억원 부과",http://www.4th.kr/news/articleView.html?idxno=2005540,http://www.4th.kr/news/articleView.html?idxno=2005540,포쓰저널 문기수 기자 사진=연합뉴스 공정거래위원회가 구글이 <b>삼성전자</b> 등 스마트 기기 제조사를 대상으로 경쟁 운영체제(OS) 탑재를 금지하는 갑질을 했다며 2000억원이 넘는 과징금을 부과했다. 공정거래위원회는... ,"Tue, 14 Sep 2021 14:53:00 +0900"
‘OS강요’ 구글에 역대급 과징금 2074억원 부과…구글 “항소”,http://sports.khan.co.kr/news/sk_index.html?art_id=202109141451003&sec_id=561101&pt=nv,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=144&aid=0000761721,"이른바 ‘구글 갑질방지법’으로 불리는 전기통신사업법 개정안이 14일부터 본격 시행에 들어간 가운데, 구글이 <b>삼성전자</b> 같은 기기 제조사에 ‘운영체제(OS) 갑질’을 한 혐의로 역대 최고 수준의 제재를 받게 됐다.... ","Tue, 14 Sep 2021 14:51:00 +0900"
"공정위, 'OS 갑질' 구글에 과징금 2074억",http://www.seouleconews.com/news/articleView.html?idxno=62544,http://www.seouleconews.com/news/articleView.html?idxno=62544,구글이 <b>삼성전자</b> 등 국내 스마트폰 제조사에 자사 운영체제(OS) 탑재를 강요하고 변형 OS탑재기기를 생산하지 못하게 함으로써 경쟁 OS(포크 OS)의 시장 진입을 방해한 책임이 무겁다고 본 것이다. 공정위에 따르면... ,"Tue, 14 Sep 2021 14:51:00 +0900"
"中 TCL, '갤Z플립3' 유사 폴더블폰 출시 취소…“부품 부족·비용 부담”",http://www.ddaily.co.kr/news/article.html?no=221929,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=138&aid=0002110289,"- 연내 출시 백지화…폴더블폰, <b>삼성전자</b> 독주 지속 중국 <b>전자</b>업체 TCL이 올해 안으로 접는(폴더블) 스마트폰을 출시할 계획이었지만 이를 취소했다. 13일(현지시간) 더버지 등 외신에 따르면 TCL은 연내 공개... ","Tue, 14 Sep 2021 14:51:00 +0900"
"김 총리, 이재용 만나 &quot;<b>삼성</b>, 3년간 청년일자리 3만개 창출&quot;",https://imnews.imbc.com/news/2021/politics/article/6300657_34866.html,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=214&aid=0001148122,"이재용 <b>삼성전자</b> 부회장도 지난달 가석방 이후 처음으로 공식 행사에 참석했으며, 다만 이 부회장은 별다른 발언은 하지 않았습니다. '청년희망ON' 프로젝트와 파트너십을 맺은 기업은 KT에 이어 <b>삼성</b>이 두번째로, 기업은... ","Tue, 14 Sep 2021 14:50:00 +0900"
이재용 첫 대외 행보는 '고용 창출'…청년 일자리 3만개 만든다,https://www.techm.kr/news/articleView.html?idxno=88479,https://www.techm.kr/news/articleView.html?idxno=88479,이재용 <b>삼성전자</b> 부회장/캐리커쳐=디미닛 이재용 <b>삼성전자</b> 부회장이 출소 후 첫 공식 석상에 나서 청년 일자리 3만개 창출을 약속했다. 14일 <b>삼성</b>은 국무총리실과 서울 역삼동 '<b>삼성</b> 청년 소프트웨어 아카데미(SSAFY)... ,"Tue, 14 Sep 2021 14:50:00 +0900"
"&quot;청년에게 희망을&quot; 이재용, 첫 공식 일정 '청년 일자리' 챙겼다",http://news.tf.co.kr/read/economy/1888032.htm,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=629&aid=0000106031,"이재용 <b>삼성</b> 부회장, 김부겸 총리 만나 청년 일자리 3만 개 약속 이재용 <b>삼성전자</b> 부회장이 가석방으로 출소한 이후 첫 대외 행보에 나섰다. 김부겸 국무총리와 만난 자리에서 청년 일자리 3만 개 창출을 약속한 이재용... ","Tue, 14 Sep 2021 14:49:00 +0900"
"공정위, 구글에 역대급 2074억원 과징금 부과 | &quot;경쟁사들이 OS 시장에 진입못...",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=13444&Newsnumb=20210913444,http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=13444&Newsnumb=20210913444,"공정위는 14일, <b>삼성전자</b> 등 기기 제조사에게 안드로이드 변형 OS(포크 OS) 탑재 기기를 생산하지 못하게 함으로써 경쟁 OS의 시장진입을 방해하고 혁신을 저해한 구글의 행위에 대해 시정명령과 함께 과징금 2074억... ","Tue, 14 Sep 2021 14:48:00 +0900"
<b>삼성전자</b>·LG<b>전자</b>도 당한 구글 갑질…과징금 2074억,http://www.junggi.co.kr/article/articleView.html?no=27494,http://www.junggi.co.kr/article/articleView.html?no=27494,공정거래위원회는 <b>삼성전자</b> 등 기기제조사에게 안드로이드 변형 OS 탑재 기기를 생산하지 못하게 해 경쟁 OS의 시장진입을 방해하고 혁신을 저해한 구글에게 시정명령과 과징금 2074억원을 부과하기로 결정했다고 14일... ,"Tue, 14 Sep 2021 14:48:00 +0900"
'안드로이드 탑재 강요' 구글에 과징금 2천억원,https://imnews.imbc.com/news/2021/econo/article/6300656_34887.html,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=214&aid=0001148121,"실제로 지난 2013년 <b>삼성전자</b>가 안드로이드 변형 운영체제로 개발한 '갤럭시 기어1'을 출시하자 구글이 계약 위반이라고 문제 삼았고, 결국 <b>삼성전자</b>는 타이젠 운영체제를 채택해야 했습니다. 이후 <b>삼성전자</b>는 타이젠... ","Tue, 14 Sep 2021 14:47:00 +0900"
서로 고개 숙인 정부-<b>삼성</b>···이재용 “3년 간 청년 일자리 3만개 더 창출”,http://biz.khan.co.kr/khan_art_view.html?artid=202109141445011&code=920100,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=032&aid=0003098196,이재용 <b>삼성전자</b> 부회장의 가석방 이후 첫 공식 외부 일정은 김부겸 국무총리와의 만남이었다. 이 부회장은 이 자리에서 사회공헌 활동을 통한 청년 일자리 3만개 추가 창출을 약속했다. 이 부회장은 14일 서울 서초동... ,"Tue, 14 Sep 2021 14:46:00 +0900"
"“사생활 보호 강화” <b>삼성</b>, 갤럭시S21 대상 '원UI 4 베타 프로그램' 실시",https://view.asiae.co.kr/article/2021091414485181158,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=277&aid=0004969382,"<b>삼성전자</b>가 사용자 인터페이스(UI) 개선을 통해 스마트폰의 사생활·개인정보 보호 기능을 강화한다. 애플리케이션(앱)이 위치정보 등 민감한 데이터나 기능에 접근할 때 사용자의 권한을 얻게 했고, 사용이력을 쉽게... ","Tue, 14 Sep 2021 14:46:00 +0900"
"롯데지주, 디자인경영센터 책임자로 카이스트 교수 영입 ",http://www.seoulfn.com/news/articleView.html?idxno=432052,http://www.seoulfn.com/news/articleView.html?idxno=432052,롯데지주 바이오팀장인 이원직 상무는 2010년 <b>삼성전자</b> 사업추진단에 합류한 뒤 <b>삼성</b>바이오로직스 품질팀장을 거쳐 완제의약품(DP)사업부장을 지냈다. <b>삼성</b> 전에는 미국 제약사 BMS에서 셀트리온 위탁생산(CMO) 품질... ,"Tue, 14 Sep 2021 14:46:00 +0900"
"<b>삼성</b> 이재용, 일자리 보따리 더 풀었다...&quot;3년간 3만개 추가 창출&quot;",http://www.newsquest.co.kr/news/articleView.html?idxno=88697,http://www.newsquest.co.kr/news/articleView.html?idxno=88697,"이재용 <b>삼성전자</b> 부회장이 14일 서울 서초구 '<b>삼성</b> 청년 소프트웨어 아카데미(SSAFY)' 교육 현장을 방문한 모습. [사진=연합뉴스] 이재용 <b>삼성전자</b> 부회장이 출소 후 첫 공식일정에서 김부겸 국무총리를 만나, 앞으로 3년간... ","Tue, 14 Sep 2021 14:45:00 +0900"
"롯데, 디자인경영센터장 카이스트 교수 선임…혁신 위한 외부수혈 '활발'",http://www.shinailbo.co.kr/news/articleView.html?idxno=1460586,http://www.shinailbo.co.kr/news/articleView.html?idxno=1460586,바이오팀장인 이원직 상무는 지난 2010년 <b>삼성전자</b> 사업추진단에 합류한 후 <b>삼성</b>바이오로직스 품질팀장을 거쳐 DP사업부장을 역임했다. 이전에는 미국 제약사 BMS에 근무하며 셀트리온 CMO(위탁생산) 프로젝트 품질... ,"Tue, 14 Sep 2021 14:44:00 +0900"
" 용인시, 기흥미래·플랫폼시티 등 신규 산단 물량 38만㎡ 확보",http://www.m-i.kr/news/articleView.html?idxno=860639,http://www.m-i.kr/news/articleView.html?idxno=860639,이에 더해 연 73억에 달하는 세수 증대는 물론 처인구 원삼면 일대 조성 중인 '용인 반도체클러스터'와 <b>삼성전자</b> 기흥캠퍼스 등과 시너지를 내며 차세대 설비 개발로 반도체 장비 국산화를 촉진하고 부품·기술... ,"Tue, 14 Sep 2021 14:44:00 +0900"
이재용 <b>삼성전자</b> 부회장 &quot;향후 3년간 청년일자리 3만개 만들 것&quot;,http://www.thepowernews.co.kr/view.php?ud=2021091414355039737a517a52c2_7,http://www.thepowernews.co.kr/view.php?ud=2021091414355039737a517a52c2_7,김부겸 총리 &quot;과감한 투자 진심으로 감사&quot;...<b>삼성</b>·정부 '청년희망ON' 프로젝트 파트너십 체결 이재용 <b>삼성전자</b> 부회장이 김부겸 국무총리와 만난 자리에서 향후 3년간 3만개의 청년 일자리 창출하겠다고 약속했다. 14일... ,"Tue, 14 Sep 2021 14:43:00 +0900"
"이재용 부회장 첫 현장 행보서, <b>삼성</b> 3년간 3만개 청년 일자리 창출 약속",http://www.consumernews.co.kr/news/articleView.html?idxno=635500,http://www.consumernews.co.kr/news/articleView.html?idxno=635500,지난 8월 13일 가석방으로 출소한 이후 첫 현장행보에 나선 이재용 <b>삼성전자</b> 부회장이 3년간 3만개의 청년 일자리 창출을 약속했다. 14일 <b>삼성</b>그룹은 정부의 '청년희망ON' 프로젝트와 파트너십을 맺고 앞으로 3년간... ,"Tue, 14 Sep 2021 14:42:00 +0900"
"공정위, '안드로이드OS 탑재' 강요 구글에 과징금 2074억",http://www.intn.co.kr/news/articleView.html?idxno=2018573,http://www.intn.co.kr/news/articleView.html?idxno=2018573,구글이 <b>삼성전자</b> 등 스마트폰 제조사에 자사 운영체제(OS)인 안드로이드 탑재를 강요해 OS 시장에서 지배적 지위를 남용했다는 이유로 2074억원 과징금을 부과 받았다. 공정위가 의결한 역대 과징금 부과액 중 아홉번... ,"Tue, 14 Sep 2021 14:42:00 +0900"
"롯데, '디자인경영센터' 신설…센터장에 배상민 교수 선임",http://www.koreastocknews.com/news/articleView.html?idxno=66697,http://www.koreastocknews.com/news/articleView.html?idxno=66697,바이오팀장인 이원직 상무는 지난 2010년 <b>삼성전자</b> 사업추진단에 합류해 <b>삼성</b>바이오로직스 품질팀장을 거쳐 DP사업부장을 역임했다. 미국 제약사 BMS에 근무하며 셀트리온 CMO(위탁생산) 프로젝트의 품질부문을... ,"Tue, 14 Sep 2021 14:41:00 +0900"
"공정위, <b>삼성</b>에 OS 탑재 강제한 구글에 과징금 2074억원 부과",http://www.digitaltoday.co.kr/news/articleView.html?idxno=417358,http://www.digitaltoday.co.kr/news/articleView.html?idxno=417358,공정거래위원회가 <b>삼성전자</b> · LG<b>전자</b> 등 스마트 기기 제조사를 상대로 자사의 안드로이드 운영체제(OS)를 강매한 구글에 2000억원 상당의 과징금 부과를 포함한 제재 조치를 내렸다. 이번 공정위 조치는 안드로이드폰... ,"Tue, 14 Sep 2021 14:40:00 +0900"
"[규제 팬데믹](상) 더 세지는 일감 몰아주기 규제, 미래 먹거리도 흔들",http://www.metroseoul.co.kr/article/20210914500335,http://www.metroseoul.co.kr/article/20210914500335,"공정위는 모회사인 <b>삼성</b>물산 이익을 극대화해 이재용 <b>삼성전자</b> 부회장 등 총수 일가에 부당한 배당을 챙겨줬다고 보고 있지만, <b>삼성</b>물산영업이익에서 웰스토리 비중은 평균 10% 수준에 불과하다. 이후 현대 그린푸드와 SK... ","Tue, 14 Sep 2021 14:40:00 +0900"
김 총리·이재용 마주앉아…<b>삼성</b> &quot;3년간 청년일자리 3만 개 창출&quot;,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004434579,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004434579,김부겸 국무총리는 오늘(14일) 서울 강남구 역삼동 '<b>삼성</b> 청년 소프트웨어 아카데미'(SSAFY)에서 이재용 <b>삼성전자</b> 부회장을 비롯한 <b>삼성</b>그룹 측과 간담회를 갖고 청년 일자리 창출 방안을 논의했습니다. 정부 측에서는 김... ,"Tue, 14 Sep 2021 14:40:00 +0900"
